Orthogroup	chimp	human	rhesus
OG0002606	MBD4	MBD4	MBD4
OG0002607	H1FOO	H1-8	LOC702823
OG0002608	PLXND1	PLXND1	PLXND1
OG0002609	TMCC1	TMCC1	TMCC1
OG0002610	TRH	TRH	TRH
OG0002611	COL6A5	COL6A5	COL6A5
OG0002612	PIK3R4	PIK3R4	PIK3R4
OG0002613	ATP2C1	ATP2C1	ATP2C1
OG0002614	ASTE1	ASTE1	ASTE1
OG0002615	NEK11	NEK11	NEK11
OG0002616	MRPL3	MRPL3	MRPL3
OG0002617	CPNE4	CPNE4	CPNE4
OG0002618	ACPP	ACP3	ACPP
OG0002619	DNAJC13	DNAJC13	DNAJC13
OG0002620	ACAD11	ACAD11	ACAD11
OG0002621	ACKR4	ACKR4	ACKR4
OG0002622	UBA5	UBA5	UBA5
OG0002623	NPHP3	NPHP3	NPHP3
OG0002624	TMEM108	TMEM108	TMEM108
OG0002625	BFSP2	BFSP2	BFSP2
OG0002626	CDV3	CDV3	CDV3
OG0002627	SRPRB	SRPRB	SRPRB
OG0002628	SLCO2A1	SLCO2A1	SLCO2A1
OG0002629	ANAPC13	ANAPC13	ANAPC13
OG0002630	CEP63	CEP63	CEP63
OG0002631	KY	KY	KY
OG0002632	PPP2R3A	PPP2R3A	PPP2R3A
OG0002633	MSL2	MSL2	MSL2
OG0002634	PCCB	PCCB	PCCB
OG0002635	SLC35G2	SLC35G2	SLC35G2
OG0002636	IL20RB	IL20RB	IL20RB
OG0002637	CLDN18	CLDN18	CLDN18
OG0002638	DZIP1L	DZIP1L	DZIP1L
OG0002639	A4GNT	A4GNT	A4GNT
OG0002640	DBR1	DBR1	DBR1
OG0002641	ARMC8	ARMC8	ARMC8
OG0002642	MRAS	MRAS	MRAS
OG0002643	CEP70	CEP70	CEP70
OG0002644	FAIM	FAIM	FAIM
OG0002645	PIK3CB	PIK3CB	PIK3CB
OG0002646	MRPS22	MRPS22	MRPS22
OG0002647	COPB2	COPB2	COPB2
OG0002648	RBP2	RBP2	RBP2
OG0002649	RBP1	RBP1	RBP1
OG0002650	NMNAT3	NMNAT3	NMNAT3
OG0002651	CLSTN2	CLSTN2	CLSTN2
OG0002652	TRIM42	TRIM42	TRIM42
OG0002653	SLC25A36	SLC25A36	SLC25A36
OG0002654	SPSB4	SPSB4	SPSB4
OG0002655	PXYLP1	PXYLP1	PXYLP1
OG0002656	RNF7	RNF7	RNF7
OG0002657	GRK7	GRK7	GRK7
OG0002658	ATP1B3	ATP1B3	ATP1B3
OG0002659	TFDP2	TFDP2	TFDP2
OG0002660	GK5	GK5	GK5
OG0002661	XRN1	XRN1	XRN1
OG0002662	ATR	ATR	ATR
OG0002663	PLS1	PLS1	PLS1
OG0002664	TRPC1	TRPC1	TRPC1
OG0002665	PAQR9	PAQR9	PAQR9
OG0002666	U2SURP	U2SURP	U2SURP
OG0002667	CHST2	CHST2	CHST2
OG0002668	SLC9A9	SLC9A9	SLC9A9
OG0002669	C3H3orf58	DIPK2A	DIPK2A
OG0002670	PLSCR4	PLSCR4	PLSCR4
OG0002671	PLSCR2	PLSCR2	PLSCR2
OG0002672	PLSCR1	PLSCR1	PLSCR1
OG0002673	PLSCR5	PLSCR5	PLSCR5
OG0002674	ZIC4	ZIC4	ZIC4
OG0002675	ZIC1	ZIC1	ZIC1
OG0002676	CPA3	CPA3	CPA3
OG0002677	GYG1	GYG1	GYG1
OG0002678	HLTF	HLTF	HLTF
OG0002679	HPS3	HPS3	HPS3
OG0002680	TM4SF18	TM4SF18	TM4SF18
OG0002681	TM4SF1	TM4SF1	TM4SF1
OG0002682	TM4SF4	TM4SF4	TM4SF4
OG0002683	WWTR1	WWTR1	WWTR1
OG0002684	COMMD2	COMMD2	COMMD2
OG0002685	ANKUB1	ANKUB1	ANKUB1
OG0002686	RNF13	RNF13	RNF13
OG0002687	PFN2	PFN2	PFN2
OG0002688	SERP1	SERP1	SERP1
OG0002689	EIF2A	EIF2A	EIF2A
OG0002690	SELENOT	SELENOT	SELENOT
OG0002691	ERICH6	ERICH6	ERICH6
OG0002692	SIAH2	SIAH2	SIAH2
OG0002693	MINDY4B	MINDY4B	MINDY4B
OG0002694	CLRN1	CLRN1	CLRN1
OG0002695	MED12L	MED12L	MED12L
OG0002696	GPR171	GPR171	GPR171
OG0002697	P2RY14	P2RY14	P2RY14
OG0002698	GPR87	GPR87	GPR87
OG0002699	P2RY13	P2RY13	P2RY13
OG0002700	P2RY12	P2RY12	P2RY12
OG0002701	IGSF10	IGSF10	IGSF10
OG0002702	AADACL2	AADACL2	AADACL2
OG0002703	AADAC	AADAC	AADAC
OG0002704	SUCNR1	SUCNR1	SUCNR1
OG0002705	MBNL1	MBNL1	MBNL1
OG0002706	ARHGEF26	ARHGEF26	ARHGEF26
OG0002707	GPR149	GPR149	GPR149
OG0002708	MME	MME	MME
OG0002709	PLCH1	PLCH1	PLCH1
OG0002710	C3H3orf33	C3orf33	C2H3orf33
OG0002711	SLC33A1	SLC33A1	SLC33A1
OG0002712	GMPS	GMPS	GMPS
OG0002713	KCNAB1	KCNAB1	KCNAB1
OG0002714	SSR3	SSR3	SSR3
OG0002715	TIPARP	TIPARP	TIPARP
OG0002716	LEKR1	LEKR1	LEKR1
OG0002717	CCNL1	CCNL1	CCNL1
OG0002718	VEPH1	VEPH1	VEPH1
OG0002719	PTX3	PTX3	PTX3
OG0002720	RSRC1	RSRC1	RSRC1
OG0002721	MLF1	MLF1	MLF1
OG0002722	GFM1	GFM1	GFM1
OG0002723	LXN	LXN	LXN
OG0002724	RARRES1	RARRES1	RARRES1
OG0002725	MFSD1	MFSD1	MFSD1
OG0002726	IL12A	IL12A	IL12A
OG0002727	C3H3orf80	C3orf80	C2H3orf80
OG0002728	IFT80	IFT80	IFT80
OG0002729	SMC4	SMC4	SMC4
OG0002730	TRIM59	TRIM59	TRIM59
OG0002731	ARL14	ARL14	ARL14
OG0002732	NMD3	NMD3	NMD3
OG0002733	OTOL1	OTOL1	OTOL1
OG0002734	SLITRK3	SLITRK3	SLITRK3
OG0002735	ZBBX	ZBBX	ZBBX
OG0002736	SERPINI2	SERPINI2	SERPINI2
OG0002737	PDCD10	PDCD10	PDCD10
OG0002738	SERPINI1	SERPINI1	SERPINI1
OG0002739	GOLIM4	GOLIM4	GOLIM4
OG0002740	MECOM	MECOM	MECOM
OG0002741	ACTRT3	ACTRT3	ACTRT3
OG0002742	MYNN	MYNN	MYNN
OG0002743	LRRC34	LRRC34	LRRC34
OG0002744	LRRIQ4	LRRIQ4	LRRIQ4
OG0002745	LRRC31	LRRC31	LRRC31
OG0002746	SAMD7	SAMD7	SAMD7
OG0002747	SEC62	SEC62	SEC62
OG0002748	GPR160	GPR160	GPR160
OG0002749	PHC3	PHC3	PHC3
OG0002750	SKIL	SKIL	SKIL
OG0002751	CLDN11	CLDN11	CLDN11
OG0002752	SLC7A14	SLC7A14	SLC7A14
OG0002753	RPL22L1	RPL22L1	RPL22L1
OG0002754	EIF5A2	EIF5A2	EIF5A2
OG0002755	SLC2A2	SLC2A2	SLC2A2
OG0002756	PLD1	PLD1	PLD1
OG0002757	TMEM212	TMEM212	TMEM212
OG0002758	FNDC3B	FNDC3B	FNDC3B
OG0002759	GHSR	GHSR	GHSR
OG0002760	TNFSF10	TNFSF10	TNFSF10
OG0002761	NCEH1	NCEH1	NCEH1
OG0002762	ECT2	ECT2	ECT2
OG0002763	SPATA16	SPATA16	SPATA16
OG0002764	NLGN1	NLGN1	NLGN1
OG0002765	NAALADL2	NAALADL2	NAALADL2
OG0002766	KCNMB2	KCNMB2	KCNMB2
OG0002767	ZMAT3	ZMAT3	ZMAT3
OG0002768	KCNMB3	KCNMB3	KCNMB3
OG0002769	ZNF639	ZNF639	ZNF639
OG0002770	MFN1	MFN1	MFN1
OG0002771	MRPL47	MRPL47	MRPL47
OG0002772	NDUFB5	NDUFB5	NDUFB5
OG0002773	PEX5L	PEX5L	PEX5L
OG0002774	TTC14	TTC14	TTC14
OG0002775	CCDC39	CCDC39	CCDC39
OG0002776	FXR1	FXR1	FXR1
OG0002777	DNAJC19	DNAJC19	DNAJC19
OG0002778	ATP11B	ATP11B	ATP11B
OG0002779	DCUN1D1	DCUN1D1	DCUN1D1
OG0002780	MCCC1	MCCC1	MCCC1
OG0002781	LAMP3	LAMP3	LAMP3
OG0002782	MCF2L2	MCF2L2	MCF2L2
OG0002783	KLHL6	KLHL6	KLHL6
OG0002784	KLHL24	KLHL24	KLHL24
OG0002785	YEATS2	YEATS2	YEATS2
OG0002786	MAP6D1	MAP6D1	MAP6D1
OG0002787	PARL	PARL	PARL
OG0002788	EIF2B5	EIF2B5	EIF2B5
OG0002789	DVL3	DVL3	DVL3
OG0002790	VWA5B2	VWA5B2	VWA5B2
OG0002791	ALG3	ALG3	ALG3
OG0002792	EEF1AKMT4	EEF1AKMT4	EEF1AKMT4
OG0002793	CAMK2N2	CAMK2N2	CAMK2N2
OG0002794	PSMD2	PSMD2	PSMD2
OG0002795	EIF4G1	EIF4G1	EIF4G1
OG0002796	POLR2H	POLR2H	POLR2H
OG0002797	THPO	THPO	THPO
OG0002798	CHRD	CHRD	CHRD
OG0002799	MAGEF1	MAGEF1	MAGEF1
OG0002800	VPS8	VPS8	VPS8
OG0002801	C3H3orf70	C3orf70	C2H3orf70
OG0002802	MAP3K13	MAP3K13	MAP3K13
OG0002803	TMEM41A	TMEM41A	TMEM41A
OG0002804	CRYGS	CRYGS	CRYGS
OG0002805	TBCCD1	TBCCD1	TBCCD1
OG0002806	DNAJB11	DNAJB11	DNAJB11
OG0002807	AHSG	AHSG	AHSG
OG0002808	FETUB	FETUB	FETUB
OG0002809	HRG	HRG	HRG
OG0002810	KNG1	KNG1	KNG1
OG0002811	RPL39L	RPL39L	LOC107000401
OG0002812	RTP1	RTP1	RTP1
OG0002813	MASP1	MASP1	MASP1
OG0002814	RTP4	RTP4	RTP4
OG0002815	SST	SST	SST
OG0002816	RTP2	RTP2	RTP2
OG0002817	BCL6	BCL6	BCL6
OG0002818	TPRG1	TPRG1	TPRG1
OG0002819	TP63	TP63	TP63
OG0002820	P3H2	P3H2	P3H2
OG0002821	CLDN16	CLDN16	CLDN16
OG0002822	TMEM207	TMEM207	TMEM207
OG0002823	GMNC	GMNC	GMNC
OG0002824	OSTN	OSTN	OSTN
OG0002825	UTS2B	UTS2B	UTS2B
OG0002826	CCDC50	CCDC50	CCDC50
OG0002827	PYDC2	PYDC2	PYDC2
OG0002828	FGF12	FGF12	FGF12
OG0002829	MB21D2	MB21D2	MB21D2
OG0002830	HRASLS	PLAAT1	PLAAT1
OG0002831	ATP13A5	ATP13A5	ATP13A5
OG0002832	ATP13A4	ATP13A4	ATP13A4
OG0002833	OPA1	OPA1	OPA1
OG0002834	CPN2	CPN2	CPN2
OG0002835	LRRC15	LRRC15	LRRC15
OG0002836	GP5	GP5	GP5
OG0002837	ATP13A3	ATP13A3	ATP13A3
OG0002838	TMEM44	TMEM44	TMEM44
OG0002839	LSG1	LSG1	LSG1
OG0002840	FAM43A	FAM43A	FAM43A
OG0002841	XXYLT1	XXYLT1	XXYLT1
OG0002842	ACAP2	ACAP2	ACAP2
OG0002843	PPP1R2	PPP1R2	PPP1R2
OG0002844	APOD	APOD	APOD
OG0002845	MUC20	MUC20	MUC20
OG0002846	MUC4	MUC4	MUC4
OG0002847	TNK2	TNK2	TNK2
OG0002848	ZDHHC19	ZDHHC19	ZDHHC19
OG0002849	SLC51A	SLC51A	SLC51A
OG0002850	PCYT1A	PCYT1A	PCYT1A
OG0002851	TCTEX1D2	DYNLT2B	TCTEX1D2
OG0002852	TM4SF19	TM4SF19	TM4SF19
OG0002853	UBXN7	UBXN7	UBXN7
OG0002854	RNF168	RNF168	RNF168
OG0002855	SMCO1	SMCO1	SMCO1
OG0002856	WDR53	WDR53	WDR53
OG0002857	FBXO45	FBXO45	FBXO45
OG0002858	NRROS	NRROS	NRROS
OG0002859	CEP19	CEP19	CEP19
OG0002860	PIGX	PIGX	PIGX
OG0002861	PAK2	PAK2	PAK2
OG0002862	SENP5	SENP5	SENP5
OG0002863	LOC460967	NCBP2AS2	NCBP2AS2
OG0002864	PIGZ	PIGZ	PIGZ
OG0002865	MELTF	MELTF	MELTF
OG0002866	FYTTD1	FYTTD1	FYTTD1
OG0002867	IQCG	IQCG	IQCG
OG0002868	LMLN	LMLN	LMLN
OG0002869		TMEM50A	TMEM50A, TMEM50B
OG0002870		NOTCH2NLA, NOTCH2NLB, NOTCH2NLC	
OG0002871		TRIM58	TRIM4, TRIM58
OG0002872		OR2T10	LOC100431025, LOC722007
OG0002873		GPR39, NMUR1, NTSR2	
OG0002874		NT5C1B, NT5C1B-RDH14, RDH14	
OG0002875		DYSF, FER1L5, OTOF	
OG0002876		SPDYA	LOC718058, LOC720392
OG0002877		CLIP4, DCTN1	CLIP2
OG0002878		HNRNPLL, ING5	ING3
OG0002879		ABCG5, ABCG8	ABCG1
OG0002880		CALM2	CALN1, LOC717686
OG0002881		GTF2A1L, STON1, STON1-GTF2A1L	
OG0002882		RPS27A	LOC704498, LOC708161
OG0002883		HDLBP, PCBP1	PCBP3
OG0002884		CYP26B1, CYP27A1, CYP27C1	
OG0002885		CHMP3, RNF103, RNF103-CHMP3	
OG0002886		ANKRD36, ANKRD36B, ANKRD36C	
OG0002887		RNF149	RNF133, RNF148
OG0002888		NOSTRIN, NPHP1, STAM2	
OG0002889		RAB7A, RABL2A	RAB7A
OG0002890		CNTNAP5	AEBP1, CNTNAP2
OG0002891		GRB14, RAPH1	GRB10
OG0002892		SP5, SP9	SP8
OG0002893		HOXD11, HOXD12	HOXA11
OG0002894		HOXD3	HOXA3, LOC700897
OG0002895		NFE2L2	BACH1, NFE2L3
OG0002896		CALCRL	CALCR, CRHR2
OG0002897		COL3A1, COL5A2	COL1A2
OG0002898		HSPE1, HSPE1-MOB4, MOB4	
OG0002899		ALPG, ALPI, ALPP	
OG0002900		TMA7	LOC114676367, TMA7
OG0002901			LOC704623, LOC709095, LOC719537
OG0002902			ERVW-1, LOC114670748, LOC114670867
OG0002903			AMY2B, LOC114669773, LOC713027
OG0002904			LOC722102, LOC722111, LOC722116
OG0002905			TFF1, TFF2, TFF3
OG0002906			LOC100430543, LOC114677104, LOC701819
OG0002907			GUSBA, LOC106995620, LOC677692
OG0002908			LOC114676900, LOC715687, PSPH
OG0002909			PON1, PON2, PON3
OG0002910			LOC704833, TCAF1, TCAF2
OG0002911	TMEM88B	TMEM88B	
OG0002912	VWA1	VWA1	
OG0002913	LOC101059452		LOC100430539
OG0002914	LOC101058046		LOC107000738
OG0002915	FBXO44	FBXO44	
OG0002916	C1H1orf195		C1H1orf195
OG0002917	CTRC		CTRC
OG0002918	LOC107966888, LOC112209451		
OG0002919	LOC100615625		LOC106997557
OG0002920	LOC100612862		TMEM35B
OG0002921	TMEM35B	TMEM35B	
OG0002922	LOC107973568		LOC106997876
OG0002923	KIAA0754	KIAA0754	
OG0002924	MPL	MPL	
OG0002925	LOC107976833		LOC106998401
OG0002926	LOC104008217, LOC457831		
OG0002927	HHLA3		HHLA3
OG0002928	SAMD13	SAMD13	
OG0002929	LOC469373		LOC715292
OG0002930	LOC104001403		LOC106999547
OG0002931	LOC740983		LOC114671731
OG0002932	LOC107973942		LOC106999556
OG0002933	LOC104001457, LOC112204098		
OG0002934	GBP5	GBP5	
OG0002935	LOC739861		NDUFA4
OG0002936	GSTM4	GSTM4	
OG0002937	LOC747969		LOC706219
OG0002938	LOC100609698		LOC100428355
OG0002939	LOC746323		GNRHR2
OG0002940	LOC112208393		LOC114677349
OG0002941	LOC104002588		LOC107000857
OG0002942	LOC469490	LOC100131107	
OG0002943	HRNR	HRNR	
OG0002944	CRCT1	CRCT1	
OG0002945	LOC104002811		LOC713600
OG0002946	LOC107973716	LAPTM4A	
OG0002947	LOC101059219		LOC718159
OG0002948	S100A7L2		LOC114677345
OG0002949	LOC104002939		LOC106992718
OG0002950	LOC101058422		C1H1orf61
OG0002951	LOC469841		LOC719970
OG0002952	LOC469540		LOC100426065
OG0002953	UFC1	UFC1	
OG0002954	LOC107973782		LOC114677075
OG0002955	LOC469634		LOC100427155
OG0002956	LOC112206364		LOC706606
OG0002957	LOC743313		LOC114680255
OG0002958	CR1L	CR1L	
OG0002959	LOC745816		LOC711961
OG0002960	LOC104004708		SNX13
OG0002961	ZNF678	ZNF678	
OG0002962	ARF1		ARF1
OG0002963	SPHAR		SPHAR
OG0002964	LOC101058935		LOC114678908
OG0002965	MT1HL1	MT1HL1	
OG0002966	LOC101059109		LOC106997375
OG0002967	LOC101059730		LOC100428043
OG0002968	C1H1orf229		C1H1orf229
OG0002969	LOC469745		LOC700931
OG0002970	LOC469747	OR2G2	
OG0002971	LOC104004828, LOC112204099		
OG0002972	LOC469752		LOC699564
OG0002973	OR14C36	OR14C36	
OG0002974	OR2T11	OR2T11	
OG0002975	LOC104004104		LOC100427314
OG0002976	CBWD3	CBWD2	
OG0002977	LOC107970560		LOC106996836
OG0002978	LOC107970568		LOC114676391
OG0002979	LOC749971		LOC693357
OG0002980	LOC750255		LOC106997155
OG0002981	C3H3orf35		C2H3orf35
OG0002982	LOC104005522		LOC100423098
OG0002983	LOC104005539		LOC114676178
OG0002984	LOC104001151		LOC106996929
OG0002985	LOC107970637		LOC114676343
OG0002986	ARIH2OS		ARIH2OS
OG0002987	LOC104005564		LOC704609
OG0002988	ABHD14A	ABHD14A	
OG0002989	LOC112204078	HTD2	
OG0002990	MDFIC2	MDFIC2	
OG0002991	FRG2C	FRG2C	
OG0002992	LOC460542	OR5AC2	
OG0002993	LOC739776		LOC699848
OG0002994	LOC740222		LOC701808
OG0002995	ZBTB20	ZBTB20	
OG0002996	TXNRD3NB		LOC114676184
OG0002997	LOC470912		LOC100425577
OG0002998	LOC460678		LOC704951
OG0002999	LOC112208667		LOC114676398
OG0003000	LOC740780		LOC114678228
OG0003001	C3H3orf36		C2H3orf36
OG0003002	LOC107970776		LOC100423295
OG0003003	AMOTL2	AMOTL2	
OG0003004	FOXL2NB	FOXL2NB	
OG0003005	LOC746676		LOC114676259
OG0003006	LOC735610		LOC715778
OG0003007	PQLC2L		PQLC2L
OG0003008	SPTSSB		SPTSSB
OG0003009	LOC743786		LOC699349
OG0003010	LOC107970858		LINC02054
OG0003011	LOC471029		LOC700215
OG0003012	LOC104005937		LOC114676190
OG0003013	LOC738663		LOC720677
OG0003014		LOC105378947, LOC112268260	
OG0003015		SCNN1D	SCNN1D
OG0003016		ACAP3	ACAP3
OG0003017		PUSL1	PUSL1
OG0003018		CAMK2N1	CAMK2N1
OG0003019		C1QC	C1QC
OG0003020		SESN2	SESN2
OG0003021		SMIM12	SMIM12
OG0003022		C1orf210	C1H1orf210
OG0003023		SZT2	SZT2
OG0003024		P3R3URF	P3R3URF
OG0003025		GNG12	GNG12
OG0003026		PLPPR5	PLPPR5
OG0003027		LRIG2	LRIG2
OG0003028		LCE5A	LCE5A
OG0003029		LCE2A	LOC713212
OG0003030		MYOCOS	LOC114677662
OG0003031		KIAA0040	KIAA0040
OG0003032		FAM163A	FAM163A
OG0003033		SNRPE	SNRPE
OG0003034		CR2	CR2
OG0003035		WDR26	WDR26
OG0003036		CHML	CHML
OG0003037		PGBD2	PGBD2
OG0003038		PXDN, TPO	
OG0003039		FAM228A, FAM228B	
OG0003040		DNMT3A	DNMT3L
OG0003041		DTNB, ZSWIM2	
OG0003042		EMILIN1	COL26A1
OG0003043		SLC5A6, SLC5A7	
OG0003044		CAD, CPS1	
OG0003045		PPM1B, PPM1G	
OG0003046		AOX1, XDH	
OG0003047		ACYP2, SLC30A6	
OG0003048		TMEM178A	TMEM178B
OG0003049		EML4, EML6	
OG0003050		COX7A2L	COX7A2L
OG0003051		SIX2, SIX3	
OG0003052		FBXO11, FBXO36	
OG0003053		FSHR, LHCGR	
OG0003054		ASB3, GPR75-ASB3	
OG0003055		EIF5B, MTIF2	
OG0003056		EFEMP1	UMODL1
OG0003057		PAPOLG	PAPOLB
OG0003058		MDH1, MDH1B	
OG0003059		MEIS1	PKNOX1
OG0003060		HK2	GCK
OG0003061		GCFC2	PAXBP1
OG0003062		LRRTM1, LRRTM4	
OG0003063		CD8B, CD8B2	
OG0003064		PLGLB1, PLGLB2	
OG0003065		MAL, MALL	
OG0003066		FAHD2A, FAHD2B	
OG0003067		TRIM43, TRIM43B	
OG0003068		CNNM3, CNNM4	
OG0003069		LYG1, LYG2	
OG0003070		RPL31	LOC714171
OG0003071		ZC3H6, ZC3H8	
OG0003072		ACTR3	ACTR3B
OG0003073		INSIG2	INSIG1
OG0003074		EN1	EN2
OG0003075		RALB	RALA
OG0003076		INHBB	INHBA
OG0003077		GLI2	GLI3
OG0003078		BIN1	AMPH
OG0003079		CCDC74A, CCDC74B	
OG0003080		MZT2A, MZT2B	
OG0003081		CFC1, CFC1B	
OG0003082		MGAT5	CCDC126
OG0003083		SMARCAL1, ZRANB3	
OG0003084		THSD7B	THSD7A
OG0003085		NXPH2	NXPH1
OG0003086		LRP1B, LRP2	
OG0003087		LYPD6, LYPD6B	
OG0003088		FMNL2	GRID2IP
OG0003089		UPP2	UPP1
OG0003090		TANC1	ANKMY2
OG0003091		WDSUB1	TBL2
OG0003092		GCA	SRI
OG0003093		KCNH7	KCNH2
OG0003094		COBLL1	COBL
OG0003095		KLHL23, PHOSPHO2-KLHL23	
OG0003096		DYNC1I2	DYNC1I1
OG0003097		SLC25A12	SLC25A13
OG0003098		PDK1	PDK4
OG0003099		RAPGEF4	RAPGEF5
OG0003100		CDCA7	CDCA7L
OG0003101		SP3	SP4
OG0003102		SCRN3	SCRN1
OG0003103		ATF2	CREB5
OG0003104		ATP5MC3	LOC706691
OG0003105		EVX2	EVX1
OG0003106		HOXD13	HOXA13
OG0003107		HOXD10	HOXA10
OG0003108		HOXD9	HOXA9
OG0003109		HOXD1	HOXA1
OG0003110		TTC30A, TTC30B	
OG0003111		OSBPL6	OSBPL3
OG0003112		PLEKHA3	PLEKHA8
OG0003113		NEUROD1	NEUROD6
OG0003114		ITPRID2	ITPRID1
OG0003115		PDE1A	PDE1C
OG0003116		FRZB	SFRP4
OG0003117		ZNF804A	ZNF804B
OG0003118		TFPI	TFPI2
OG0003119		GLS	ANKRD7
OG0003120		STAT1, STAT4	
OG0003121		BZW1	BZW2
OG0003122		FAM126B	FAM126A
OG0003123		CASP10, CASP8	
OG0003124		MPP4	MPP6
OG0003125		FAM117B	GLCCI1
OG0003126		ICA1L	ICA1
OG0003127		EEF1B2	LOC705310
OG0003128		ADAM23	ADAM22
OG0003129		LANCL1	LANCL2
OG0003130		ERBB4	EGFR
OG0003131		IKZF2	IKZF1
OG0003132		VWC2L	VWC2
OG0003133		IGFBP5	IGFBP3
OG0003134		TNS1	TNS3
OG0003135		PRKAG3	PRKAG2
OG0003136		CRYBA2	CRYGN
OG0003137		IHH	SHH
OG0003138		ZFAND2B	ZFAND2A
OG0003139		ATG9A	ATG9B
OG0003140		PTPRN	PTPRN2
OG0003141		ASIC4	ASIC3
OG0003142		CHPF	CHPF2
OG0003143		SLC4A3	SLC4A2
OG0003144		MOGAT1	MOGAT3
OG0003145		AP1S3	AP1S1
OG0003146		SERPINE2	SERPINE1
OG0003147		CUL3	CUL1
OG0003148		NYAP2	NYAP1
OG0003149		COL4A3, COL4A4	
OG0003150		AGFG1	AGFG2
OG0003151		GPR35, GPR55	
OG0003152		GIGYF2	GIGYF1
OG0003153		NEU2, NEU4	
OG0003154		TRPM8	TRPM2
OG0003155		ARL4C	ARL4A
OG0003156		SH3BP4	MACC1
OG0003157		AGAP1	AGAP3
OG0003158		IQCA1	IQCA1L
OG0003159		TWIST2	TWIST1
OG0003160		HDAC4	HDAC9
OG0003161		OR6B2, OR6B3	
OG0003162		GPC1	GPC2
OG0003163		AQP12A, AQP12B	
OG0003164		THAP4	THAP5
OG0003165		GAL3ST2	GAL3ST4
OG0003166		EFCAB12	EFCAB12
OG0003167			LOC705988, MRPS17
OG0003168			LOC114674454, LOC707493
OG0003169			LOC114676135, SMIM30
OG0003170			LOC694520, NDUFA5
OG0003171			AKAP9, PCNT
OG0003172			RRP1, RRP1B
OG0003173			CRYAA, HSPB1
OG0003174			SLC37A1, SLC37A3
OG0003175			MX1, MX2
OG0003176			CBR3, LOC699655
OG0003177			KCNE1, MRPS6
OG0003178			LOC106996352, LOC114676704
OG0003179			LOC114676705, LOC114676707
OG0003180			LOC704881, LOC704989
OG0003181			LOC100429133, LOC698665
OG0003182			SUN1, SUN3
OG0003183			LOC114676724, LOC721827
OG0003184			CCZ1, LOC106995287
OG0003185			LOC100424218, LOC106995976
OG0003186			LOC718077, PMS2
OG0003187			ARPC1A, ARPC1B
OG0003188			PILRA, PILRB
OG0003189			IFT22, LOC713649
OG0003190			MYL10, MYL7
OG0003191			UPK3B, UPK3BL2
OG0003192			NOS3, POR
OG0003193			POM121C, POM121L12
OG0003194			DNAJB9, DNAJC30
OG0003195			LOC114676888, VKORC1L1
OG0003196			ERV3-1, LOC114676959
OG0003197			LOC100425242, LOC114676899
OG0003198			LOC106997403, LOC114677110
OG0003199			BPGM, PGAM2
OG0003200			LOC709035, RP9
OG0003201			AGR2, AGR3
OG0003202			ASB10, ASB4
OG0003203			GNG11, GNGT1
OG0003204			SAMD9, SAMD9L
OG0003205			SLC13A1, SLC13A4
OG0003206			FAM71F1, FAM71F2
OG0003207			LOC696306, LOC697904
OG0003208			TRPV5, TRPV6
